NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,MICROLENSING,IMAGING,TIMING,ASTROMETRY,MASS,DIST,R,MSTAR,FE,DATE,STARDISCMETH,RSTAR,TEFF
,mjupiter,au,day,,deg,jd,m/s,,,,,,,,,mjupiter,pc,rjupiter,msun,,,,rsun,k
Kepler-1595 b,,0.0508063,4.56380468,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00609283,841,0.11,0.84,-0.02,2016,Transit,0.8,5203
Kepler-1593 b,,0.569703,174.509835,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0300338,755,0.283,0.81,0.02,2016,Transit,0.77,4995
WASP-82 b,1.24683,0.0448251,2.705785,0,90,2456157.9898,130.7,Smith 2015,http://adsabs.harvard.edu/abs/2015AcA....65..117S,West 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.5607W,0,0,0,0,1.25,200,1.67,1.64,0.12,2013,Transit,2.18,6480
Kepler-1219 b,,0.134445,16.10467749,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0157709,622,0.189,1.25,0.05,2016,Transit,1.94,5944
Kepler-737 b,,0.146229,28.59915399,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0144664,195,0.175,0.51,-0.24,2016,Transit,0.48,3813
Kepler-948 b,,0.0757275,7.76846622,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0136174,884,0.165,0.96,-0.02,2016,Transit,0.94,5679
Kepler-1021 b,,0.106598,13.47469571,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0178026,837,0.208,0.89,-0.05,2016,Transit,0.86,5431
Kepler-866 b,,0.0337676,2.61703254,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0120821,690,0.145,0.75,-0.07,2016,Transit,0.71,4751
BD +20 2457 c,6.90191,1.45701,621.99,0.18,126.02,2453866.95,160.03,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N,0,0,0,0,6.90191,424.628,,1.06,-0.79,2009,RV,32.9639,4259
Kepler-497 b,,0.0470747,3.57320367,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.122459,1070,0.539,1.09,0.24,2016,Transit,1.11,5834
Kepler-1344 b,,0.0570591,4.7683049,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0135358,851,0.164,1.09,0.06,2016,Transit,1.13,5981
Kepler-1388 d,,0.127527,20.9568158,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.024536,492,0.255,0.63,0.02,2016,Transit,0.61,4098
Kepler-144 b,,0.0637947,5.885273,,90,2455007.42565,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00789025,,0.118655,,,2014,Transit,1.235,6075
HD 22781 b,13.8403,1.16847,528.07,0.8191,315.92,2454881.4,726.4,Diaz 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A.113D,Diaz 2011,http://adsabs.harvard.edu/abs/2011EPJWC..1102006D,0,0,0,0,13.8403,32.7761,,0.75,-0.37,2011,RV,0.720445,5027
Kepler-1253 b,,0.325551,68.8861915,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00796813,390,0.119,0.97,-0.14,2016,Transit,1.1,5850
Kepler-208 d,,0.09757,11.131786,,90,2454956.29541,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00554835,,0.107057,,,2014,Transit,1.314,6092
Kepler-286 e,,0.185669,29.221289,,90,2454972.33017,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0130508,,0.157909,,,2014,Transit,0.863,5580
Kepler-351 b,,0.217522,37.054919,,90,2455033.20033,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0279223,,0.272995,,,2014,Transit,0.854,5643
HD 120084 b,4.4772,4.26892,2082,0.66,117,2450774,53,Sato 2013,http://adsabs.harvard.edu/abs/2013arXiv1304.4328S,Sato 2013,http://adsabs.harvard.edu/abs/2013arXiv1304.4328S,0,0,0,0,4.4772,97.6562,,2.39,0.09,2013,RV,10.9537,4892
HD 95127 b,5.0362,1.2802,482,0.11,40,2453200,116,Niedzielski 2015,http://adsabs.harvard.edu/abs/2015ApJ...803....1N,Niedzielski 2015,http://adsabs.harvard.edu/abs/2015ApJ...803....1N,0,0,0,0,5.0362,326.797,,1.2,-0.18,2015,RV,20,4218
MOA-2009-BLG-266L b,,,,,,,,Muraki 2011,http://adsabs.harvard.edu/abs/2011ApJ...741...22M,Donnison 2010,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2966.2010...x/pdf,1,0,0,0,0.0327,3040,,0.56,,2010,Microlensing,,
Kepler-755 c,,0.036849,2.85313364,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00648186,368,0.112,0.82,-0.01,2016,Transit,0.77,5043
Kepler-1578 b,,0.0242164,1.45088691,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00338324,1016,0.093,0.9,-0.13,2016,Transit,0.86,5545
Kepler-89 d,0.302867,0.173437,23.342989,0.022,,,18.3,Weiss 2013,http://adsabs.harvard.edu/abs/2013ApJ...768...14W,Weiss 2013,http://adsabs.harvard.edu/abs/2013ApJ...768...14W,0,0,0,0,0.163924,,1.027,1.277,0.0228,2013,Transit,1.52,6182
Kepler-387 b,,0.0701869,6.791636,,90,2454969.4873,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00324127,,0.0918904,,,2014,Transit,1.046,5774
HD 20868 b,2.00901,0.947319,380.85,0.75,356.2,2454451.52,100.34,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,0,0,0,0,2.00901,46.2107,,0.78,0.04,2009,RV,1.15581,4795
Kepler-854 b,,0.0342955,2.14463285,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,1,741,1.492,1.17,0.04,2016,Transit,1.27,6179
HIP 107773 b,1.97931,0.723051,144.3,0.09,166,2456202.3,42.7,Jones 2015,http://adsabs.harvard.edu/abs/2015A%26A...580A..14J,Jones 2015,http://adsabs.harvard.edu/abs/2015A%26A...580A..14J,0,0,0,0,1.97931,103.627,,2.42,0.03,2015,RV,11.6,4945
HAT-P-9 b,0.775153,0.0528645,3.92289,0,90,2454417.9077,84.7,Shporer 2009,http://adsabs.harvard.edu/abs/2009ApJ...690.1393S,Shporer 2009,http://adsabs.harvard.edu/abs/2009ApJ...690.1393S,0,0,0,0,0.776601,480.769,1.4,1.28,0.12,2009,Transit,1.32,6350
Kepler-410 A b,,0.142508,17.833648,0.17,,,,Van Eylen 2014,http://adsabs.harvard.edu/abs/2014ApJ...782...14V,Van Eylen 2014,http://adsabs.harvard.edu/abs/2014ApJ...782...14V,0,0,0,0,,132,0.258635,1.214,,2014,Transit,1.352,
Kepler-33 e,,0.213825,31.7844,0,90,2454968.8,,Lissauer 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..112L,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0,0,0,0,0.0525296,,0.358929,1.291,,2011,Transit,1.82,5904
Kepler-1527 b,,0.614964,160.129918,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0754224,1560,0.426,1.21,0.07,2016,Transit,1.32,6224
Kepler-1093 b,,0.174668,25.0824626,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0143786,848,0.174,1.13,-0.01,2016,Transit,1.2,6166
Kepler-1024 b,,0.299193,66.4162133,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.048854,1017,0.349,0.81,-0.1,2016,Transit,0.78,5143
Kepler-1271 b,,0.0426422,3.0255955,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0112658,885,0.132,1.13,-0.01,2016,Transit,1.23,6143
Kepler-216 c,,0.131447,17.406669,,90,2455004.00607,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0275635,,0.271211,,,2014,Transit,1.26,6091
Kepler-365 c,,0.13334,17.784129,,90,2454979.90524,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0121773,,0.146311,,,2014,Transit,1.048,6012
HD 215152 c,0.0054082,0.0673941,7.28243,0,90,,0.675,Delisle 2018,http://adsabs.harvard.edu/abs/2018A%26A...614A.133D,Delisle 2018,http://adsabs.harvard.edu/abs/2018A%26A...614A.133D,0,0,0,0,0.0054082,21.6263,,0.77,-0.1,2018,RV,0.73,4935
Kepler-1488 b,,0.231951,39.8189932,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0136995,618,0.166,1.05,0.06,2016,Transit,1.31,5820
Kepler-19 b,,0.0845828,9.2869944,0,90,2454959.70597,,Ballard 2011,http://adsabs.harvard.edu/abs/2011ApJ...743..200B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0,0,0,0,0.0165942,,0.197074,0.936,-0.13,2011,Transit,0.85,5541
Kepler-130 b,,0.0812393,8.457458,,90,2454972.06666,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00313003,,0.0909983,,,2014,Transit,1.127,5884
Kepler-160 c,,0.112047,13.699087,,90,2455004.48747,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0400599,,0.322063,,,2014,Transit,0.884,5857
Kepler-598 b,,0.0447079,3.70175428,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0118373,686,0.134,0.87,0.02,2016,Transit,0.86,5307
K2-136 d,,0.15366,25.575065,0.14,2,2457775.69111,,Mann 2018,http://adsabs.harvard.edu/abs/2018AJ....155....4M,Mann 2018,http://adsabs.harvard.edu/abs/2018AJ....155....4M,0,0,0,0,0.0112689,59.4,0.132011,0.74,0.15,2018,Transit,0.66,4499
Kepler-207 c,,0.0413536,3.071571,,90,2454966.30425,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0117855,,0.133821,,,2014,Transit,1.588,5920
Kepler-284 b,,0.106526,12.699149,,90,2455017.98515,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0168894,,0.199839,,,2014,Transit,0.814,5615
K2-141 b,0.0164862,0.0073058,0.2803226,0,90,2457738.4654,6.74,Barragan 2018,http://adsabs.harvard.edu/abs/2018A%26A...612A..95B,Malavolta 2018,http://adsabs.harvard.edu/abs/2018AJ....155..107M,0,0,0,0,0.0164862,58.7889,0.140049,0.662,0.03,2018,Transit,0.674,4373
Kepler-326 b,,0.0335877,2.248329,,90,2454966.42421,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0123086,,0.135605,,,2014,Transit,0.801,5105
Kepler-1391 b,,0.283792,54.4092333,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0124487,721,0.15,1.03,0.04,2016,Transit,1.1,5840
Kepler-1516 b,,0.0743387,7.25931979,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0129028,872,0.156,1.04,0.03,2016,Transit,1.07,5904
Kepler-969 b,,0.200444,34.1731714,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.015383,411,0.185,0.92,0.22,2016,Transit,0.82,5214
HD 107148 b,0.212171,0.270013,48.056,0.05,75,2439969,10.9,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0,0,0,0,0.212171,51.2033,,1.137,0.313842,2006,RV,1.04161,5797.24
HD 1666 b,6.47072,0.937147,270,0.63,293.9,2453526.3,199.4,Harakawa 2015,http://adsabs.harvard.edu/abs/2015ApJ...806....5H,Harakawa 2015,http://adsabs.harvard.edu/abs/2015ApJ...806....5H,0,0,0,0,6.47072,110.6,,1.5,0.37,2015,RV,1.93,6317
Kepler-200 c,,0.0921796,10.222157,,90,2454968.89056,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.011856,,0.14185,,,2014,Transit,0.944,5678
Kepler-95 b,,0.102439,11.5231,0,,,3.36,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,0,0,0,0,0.0409024,,0.305112,1.08,0.3,2014,Transit,1.41,5699
Kepler-1444 b,,0.205066,33.42035034,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0162741,340,0.194,1.03,0.06,2016,Transit,1.05,5810
Kepler-280 c,,0.0557436,4.807091,,90,2454967.64249,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0148535,,0.17932,,,2014,Transit,0.886,5744
KIC 11442793 e,,0.423643,91.93913,,,,,Cabrera 2014,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,0,0,0,0,0.021628,780,0.237,1.2,-0.12,2013,Transit,1.2,6080
Kepler-829 b,,0.0703422,6.88337562,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0156727,954,0.188,0.98,0.03,2016,Transit,0.97,5698
Kepler-249 d,,0.120974,15.368459,,90,2454980.38889,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0117295,,0.140066,,,2014,Transit,0.482,3568
Kepler-812 b,,0.103618,10.11716531,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0385876,1482,0.317,1.45,0.02,2016,Transit,1.71,6761
HD 95872 b,4.59415,5.15426,4375,0.06,32.9,2449869,59,Endl 2016,http://adsabs.harvard.edu/abs/2016ApJ...818...34E,Endl 2016,http:/adsabs.harvard.edu/abs/2016ApJ...818...34E,0,0,0,0,4.59415,7.56,,0.95,0.41,2016,RV,0.998651,5312
Kepler-1242 b,,0.102343,13.62798432,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.017125,682,0.202,0.77,-0.05,2016,Transit,0.74,4895
51 Peg b,0.461143,0.0521068,4.230785,0.013,58,2450001.51,55.94,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Mayor 1995,http://adsabs.harvard.edu/abs/1995Natur.378..355M,0,0,0,0,0.461143,15.6079,,1.054,0.199853,1995,RV,1.02451,5786.68
WASP-60 b,0.511799,0.0531121,4.3050011,0,90,2455747.0295,60.8,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,0,0,0,0,0.512143,400,0.86,1.078,-0.04,2013,Transit,1.14,5900
Kepler-904 b,,0.0429791,3.02166863,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0130579,1151,0.158,1.16,0.05,2016,Transit,1.25,6160
Kepler-1113 b,,0.246742,42.3004954,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0238504,1127,0.251,1.12,0.18,2016,Transit,1.17,5931
Kepler-99 b,0.0203553,0.0500668,4.60358,0,90,,2.91,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,0,0,0,0,0.01935,,0.132037,0.79,0.18,2014,Transit,0.73,4782
Kepler-1394 b,,0.0575502,3.93766373,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00915206,820,0.124,1.64,0.06,2016,Transit,2.55,6481
Kepler-752 b,,0.132223,18.82747265,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0238504,1075,0.251,0.87,-0.08,2016,Transit,0.83,5373
Kepler-125 c,,0.0629914,5.774464,,90,2454965.96118,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00100422,,0.0660184,,,2014,Transit,0.512,3810
HD 5319 c,1.15,2.0717,886,0.15,252,2453453,18.8,Giguere 2015,http://adsabs.harvard.edu/abs/2015ApJ...799...89G,Giguere 2015,http://adsabs.harvard.edu/abs/2015ApJ...799...89G,0,0,0,0,1.15,114,,1.51,0.15,2015,RV,3.85,4958
Kepler-996 b,,0.0487927,3.77059058,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.014644,1098,0.177,1.09,0.03,2016,Transit,1.14,6014
Kepler-588 b,,0.0512901,4.22162536,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0213319,972,0.235,1.01,0,2016,Transit,1,5835
Kepler-1454 b,,0.246197,47.0319479,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0138656,795,0.168,0.9,-0.02,2016,Transit,0.86,5448
Kepler-319 c,,0.0712147,6.941357,,90,2454970.54285,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0212781,,0.234633,,,2014,Transit,0.903,5526
Kepler-1143 c,,0.645826,210.630591,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0397462,632,0.321,0.81,-0.06,2016,Transit,0.77,5053
Kepler-153 b,,0.138715,18.870227,,90,2455011.71046,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0255184,,0.260505,,,2014,Transit,0.892,5404
Kepler-1642 c,,0.0663298,6.6513802,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.021628,447,0.237,0.88,-0.01,2016,Transit,0.84,5355
Kepler-1336 b,,0.15594,23.198681,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.014644,822,0.177,0.94,0.05,2016,Transit,1.3,5512
55 Cnc f,0.172877,0.773567,261.2,0.32,139,2450080.9108,6.2,Endl 2012,http://adsabs.harvard.edu/abs/2012ApJ...759...19E,Fischer 2008,http://adsabs.harvard.edu/abs/2008ApJ...675..790F,0,0,0,0,0.172877,12.3411,,0.905,0.314513,2008,RV,0.943,5196
GJ 628 b,0.00608135,0.0374757,4.88693327,0.153026,270.438,2456309.022710563,1.66687,Astudillo-Defru 2017 (corrected; private communication),http://adsabs.harvard.edu/abs/2017A%26A...602A..88A,Astudillo-Defru 2017,http://adsabs.harvard.edu/abs/2017A%26A...602A..88A,0,0,0,0,0.00608135,4.30646,,0.294,-0.09,2017,RV,0.307,3342
K2-8 c,,0.0533524,5.06416,,,,,Sinukoff 2016,http://adsabs.harvard.edu/abs/2016ApJ...827...78S,Sinukoff 2016,http://adsabs.harvard.edu/abs/2016ApJ...827...78S,0,0,0,0,0.0192918,405,0.220179,0.79,-0.01,2016,Transit,0.74,4890
Kepler-539 b,,0.498966,125.63243,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.241296,313,0.747,1.05,-0.01,2016,Transit,0.95,5820
Kepler-929 b,,0.0185879,0.92103214,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00422224,820,0.099,1.01,-0.04,2016,Transit,1.02,5869
Kepler-238 d,,0.109494,13.233549,,90,2454973.32179,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0281036,,0.273887,,,2014,Transit,1.43,5751
HAT-P-54 b,0.760605,0.0411908,3.799847,0,,,132.6,Bakos 2015,http://adsabs.harvard.edu/abs/2015AJ....149..149B,Bakos 2015,http://adsabs.harvard.edu/abs/2015AJ....149..149B,0,0,0,0,0.76,135.8,0.944,0.645,-0.127,2015,Transit,0.617,4390
HIP 67851 b,1.41789,0.458562,88.8,0.09,87.7,2455296.6,46.8,Jones 2014,http://adsabs.harvard.edu/abs/2015A%26A...573A...3J,Jones 2014,http://adsabs.harvard.edu/abs/2015A%26A...573A...3J,0,0,0,0,1.41789,65.9631,,1.63,0,2014,RV,5.92,4890
Kepler-845 b,,0.0172109,0.92785982,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0151003,471,0.182,0.79,0.01,2016,Transit,0.75,4913
Kepler-1245 c,,0.0381652,2.93658468,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0101747,861,0.128,0.86,-0.01,2016,Transit,0.83,5306
Kepler-153 c,,0.254528,46.90232,,90,2454987.30653,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0200225,,0.225711,,,2014,Transit,0.892,5404
HD 212301 b,0.39615,0.034116,2.245715,0,0,2453549.195,59.5,Lo Curto 2006,http://adsabs.harvard.edu/abs/2006A%26A...451..345L,Lo Curto 2006,http://adsabs.harvard.edu/abs/2006A%26A...451..345L,0,0,0,0,0.39615,54.9451,,1.05,-0.18,2006,RV,,5997.91
Kepler-574 b,,0.0747518,7.65880414,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0183949,747,0.213,0.95,-0.01,2016,Transit,0.91,5612
Kepler-865 b,,0.11183,14.16399294,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0195285,664,0.222,0.93,-0.01,2016,Transit,0.92,5570
